operation1,operation2,split,train_fold,run,bacc
gaussian_noise,shear_y,0,1,45327251,0.8382534980773926
gaussian_noise,shear_y,1,0,45327251,0.81667160987854
gaussian_noise,shear_y,1,1,45327251,0.8479490280151367
gaussian_noise,shear_y,2,0,45327251,0.8507580757141113
gaussian_noise,shear_y,2,1,45327251,0.8290178775787354
gaussian_noise,shear_y,3,0,45327251,0.8317618370056152
gaussian_noise,shear_y,3,1,45327251,0.8716055154800415
gaussian_noise,shear_y,4,0,45327251,0.8270652294158936
gaussian_noise,shear_y,4,1,45327251,0.8325024843215942
gaussian_noise,translate_x,0,0,45328650,0.8334381580352783
gaussian_noise,translate_x,0,1,45328650,0.8282480239868164
gaussian_noise,translate_x,1,0,45328650,0.8391408920288086
gaussian_noise,translate_x,1,1,45328650,0.846225380897522
gaussian_noise,translate_x,2,0,45328650,0.8413647413253784
gaussian_noise,translate_x,2,1,45328650,0.8362199068069458
gaussian_noise,translate_x,3,0,45328650,0.8519638776779175
gaussian_noise,translate_x,3,1,45328650,0.8596445322036743
gaussian_noise,translate_x,4,0,45328650,0.8485896587371826
gaussian_noise,translate_x,4,1,45328650,0.8410786390304565
gaussian_noise,translate_y,0,0,45327835,0.8541007041931152
gaussian_noise,translate_y,0,1,45327835,0.8294827938079834
gaussian_noise,translate_y,1,0,45327835,0.8054952621459961
gaussian_noise,translate_y,1,1,45327835,0.8680825233459473
gaussian_noise,translate_y,2,0,45327835,0.8495898246765137
gaussian_noise,translate_y,2,1,45327835,0.8190508484840393
gaussian_noise,translate_y,3,0,45327835,0.8450374603271484
gaussian_noise,translate_y,3,1,45327835,0.8570680618286133
gaussian_noise,translate_y,4,0,45327835,0.8403644561767578
gaussian_noise,translate_y,4,1,45327835,0.8199985027313232
gaussian_noise,vertical_flip,0,0,45329100,0.8151732683181763
gaussian_noise,vertical_flip,0,1,45329100,0.8418160676956177
gaussian_noise,vertical_flip,1,0,45329100,0.8285180330276489
gaussian_noise,vertical_flip,1,1,45329100,0.8247573375701904
gaussian_noise,vertical_flip,2,0,45329100,0.8404574394226074
gaussian_noise,vertical_flip,2,1,45329100,0.8250901699066162
gaussian_noise,vertical_flip,3,0,45329100,0.833084225654602
gaussian_noise,vertical_flip,3,1,45329100,0.8450686931610107
gaussian_noise,vertical_flip,4,0,45329100,0.8252506256103516
gaussian_noise,vertical_flip,4,1,45329100,0.8359869718551636
grid_distortion,brightness,0,0,45327102,0.8193303346633911
grid_distortion,brightness,0,1,45327102,0.8352506160736084
grid_distortion,brightness,1,0,45327102,0.8320149183273315
grid_distortion,brightness,1,1,45327102,0.849168062210083
grid_distortion,brightness,2,0,45327102,0.803866446018219
grid_distortion,brightness,2,1,45327102,0.8138823509216309
grid_distortion,brightness,3,0,45327102,0.8316926956176758
grid_distortion,brightness,3,1,45327102,0.85075843334198
grid_distortion,brightness,4,0,45327102,0.8332760334014893
grid_distortion,brightness,4,1,45327102,0.8270071744918823
grid_distortion,contrast,0,0,45328829,0.8194231986999512
grid_distortion,contrast,0,1,45328829,0.8421427011489868
grid_distortion,contrast,1,0,45328829,0.8042716979980469
grid_distortion,contrast,1,1,45328829,0.8534837961196899
grid_distortion,contrast,2,0,45328829,0.8072407245635986
grid_distortion,contrast,2,1,45328829,0.8086357116699219
grid_distortion,contrast,3,0,45328829,0.8267726898193359
grid_distortion,contrast,3,1,45328829,0.8394341468811035
grid_distortion,contrast,4,0,45328829,0.842445969581604
grid_distortion,contrast,4,1,45328829,0.8317108154296875
grid_distortion,equalize,0,0,45327208,0.8158571720123291
grid_distortion,equalize,0,1,45327208,0.8206038475036621
grid_distortion,equalize,1,0,45327208,0.820144772529602
grid_distortion,equalize,1,1,45327208,0.818486213684082
grid_distortion,equalize,2,0,45327208,0.8090237379074097
grid_distortion,equalize,2,1,45327208,0.7976224422454834
grid_distortion,equalize,3,0,45327208,0.8140188455581665
grid_distortion,equalize,3,1,45327208,0.8252462148666382
grid_distortion,equalize,4,0,45327208,0.8290399312973022
grid_distortion,equalize,4,1,45327208,0.810397744178772
grid_distortion,gaussian_blur,0,0,45327878,0.8015813827514648
grid_distortion,gaussian_blur,0,1,45327878,0.8284029960632324
grid_distortion,gaussian_blur,1,0,45327878,0.7968471050262451
grid_distortion,gaussian_blur,1,1,45327878,0.8181595802307129
grid_distortion,gaussian_blur,2,0,45327878,0.789092481136322
grid_distortion,gaussian_blur,2,1,45327878,0.7928011417388916
grid_distortion,gaussian_blur,3,0,45327878,0.8158571720123291
grid_distortion,gaussian_blur,3,1,45327878,0.8380985260009766
grid_distortion,gaussian_blur,4,0,45327878,0.8036746978759766
grid_distortion,gaussian_blur,4,1,45327878,0.817444920539856
grid_distortion,gaussian_noise,0,0,45329065,0.8033959865570068
grid_distortion,gaussian_noise,0,0,45333381,0.8117831945419312
grid_distortion,gaussian_noise,0,1,45329065,0.8508354425430298
grid_distortion,gaussian_noise,0,1,45333381,0.850292444229126
grid_distortion,gaussian_noise,1,0,45329065,0.8207911252975464
grid_distortion,gaussian_noise,1,0,45333381,0.8181008100509644
grid_distortion,gaussian_noise,1,1,45329065,0.7903579473495483
grid_distortion,gaussian_noise,1,1,45333381,0.7981196641921997
grid_distortion,gaussian_noise,2,0,45329065,0.8134593963623047
grid_distortion,gaussian_noise,2,0,45333381,0.8306865692138672
grid_distortion,gaussian_noise,2,1,45329065,0.8128962516784668
grid_distortion,gaussian_noise,2,1,45333381,0.7927627563476562
grid_distortion,gaussian_noise,3,0,45329065,0.8231829404830933
grid_distortion,gaussian_noise,3,0,45333381,0.8372728824615479
grid_distortion,gaussian_noise,3,1,45329065,0.8518215417861938
grid_distortion,gaussian_noise,3,1,45333381,0.845821738243103
grid_distortion,gaussian_noise,4,0,45329065,0.8280338048934937
grid_distortion,gaussian_noise,4,0,45333381,0.8427009582519531
grid_distortion,gaussian_noise,4,1,45329065,0.8081313371658325
grid_distortion,gaussian_noise,4,1,45333381,0.8096603155136108
grid_distortion,horizontal_flip,0,0,45329272,0.8389492034912109
grid_distortion,horizontal_flip,0,1,45329272,0.8417775630950928
grid_distortion,horizontal_flip,1,0,45329272,0.8256419897079468
grid_distortion,horizontal_flip,1,1,45329272,0.8149621486663818
grid_distortion,horizontal_flip,2,0,45329272,0.8250133991241455
grid_distortion,horizontal_flip,2,1,45329272,0.8117551803588867
grid_distortion,horizontal_flip,3,0,45329272,0.818486213684082
grid_distortion,horizontal_flip,3,1,45329272,0.8437497615814209
grid_distortion,horizontal_flip,4,0,45329272,0.838773250579834
grid_distortion,horizontal_flip,4,1,45329272,0.8154114484786987
grid_distortion,median_blur,0,0,45327317,0.8300776481628418
grid_distortion,median_blur,0,1,45327317,0.8212945461273193
grid_distortion,median_blur,1,0,45327317,0.8061712980270386
grid_distortion,median_blur,1,1,45327317,0.8459154367446899
grid_distortion,median_blur,2,0,45327317,0.7986854910850525
grid_distortion,median_blur,2,1,45327317,0.8201307058334351
grid_distortion,median_blur,3,0,45327317,0.8122438192367554
grid_distortion,median_blur,3,1,45327317,0.8493459224700928
grid_distortion,median_blur,4,0,45327317,0.8458064794540405
grid_distortion,median_blur,4,1,45327317,0.812873363494873
grid_distortion,random_crop,0,0,45327383,0.8309475183486938
grid_distortion,random_crop,0,0,45334533,0.8240211009979248
grid_distortion,random_crop,0,1,45327383,0.8438495397567749
grid_distortion,random_crop,0,1,45334533,0.8357934951782227
grid_distortion,random_crop,1,0,45327383,0.8169562816619873
grid_distortion,random_crop,1,0,45334533,0.8197770118713379
grid_distortion,random_crop,1,1,45327383,0.8294994831085205
grid_distortion,random_crop,1,1,45334533,0.823887825012207
grid_distortion,random_crop,2,0,45327383,0.8152049779891968
grid_distortion,random_crop,2,0,45334533,0.8098242878913879
grid_distortion,random_crop,2,1,45327383,0.8437103033065796
grid_distortion,random_crop,2,1,45334533,0.8303139209747314
grid_distortion,random_crop,3,0,45327383,0.8309236764907837
grid_distortion,random_crop,3,0,45334533,0.8341912031173706
grid_distortion,random_crop,3,1,45327383,0.8583099842071533
grid_distortion,random_crop,3,1,45334533,0.8634016513824463
grid_distortion,random_crop,4,0,45327383,0.8377809524536133
grid_distortion,random_crop,4,0,45334533,0.8270196914672852
grid_distortion,random_crop,4,1,45327383,0.817965030670166
grid_distortion,random_crop,4,1,45334533,0.814518928527832
grid_distortion,rotation,0,0,45332035,0.8541936874389648
grid_distortion,rotation,0,1,45332035,0.8579761981964111
grid_distortion,rotation,1,0,45332035,0.8306311368942261
grid_distortion,rotation,1,1,45332035,0.8464188575744629
grid_distortion,rotation,2,0,45332035,0.8401727676391602
grid_distortion,rotation,2,1,45332035,0.8214111328125
grid_distortion,rotation,3,0,45332035,0.8089248538017273
grid_distortion,rotation,3,1,45332035,0.8874785900115967
grid_distortion,rotation,4,0,45332035,0.8393583297729492
grid_distortion,rotation,4,1,45332035,0.8114608526229858
grid_distortion,saturation,0,0,45327944,0.8121370077133179
grid_distortion,saturation,0,1,45327944,0.8356770277023315
grid_distortion,saturation,1,0,45327944,0.8094151020050049
grid_distortion,saturation,1,1,45327944,0.8185019493103027
grid_distortion,saturation,2,0,45327944,0.8038051724433899
grid_distortion,saturation,2,1,45327944,0.8021472692489624
grid_distortion,saturation,3,0,45327944,0.8171875476837158
grid_distortion,saturation,3,1,45327944,0.8405979871749878
grid_distortion,saturation,4,0,45327944,0.8279962539672852
grid_distortion,saturation,4,1,45327944,0.8062142133712769
grid_distortion,scaling,0,0,45328651,0.8166103363037109
grid_distortion,scaling,0,1,45328651,0.8486301898956299
grid_distortion,scaling,1,0,45328651,0.8093775510787964
grid_distortion,scaling,1,1,45328651,0.8428177833557129
grid_distortion,scaling,2,0,45328651,0.8266974687576294
grid_distortion,scaling,2,1,45328651,0.8288617730140686
grid_distortion,scaling,3,0,45328651,0.8349918127059937
grid_distortion,scaling,3,1,45328651,0.8693400621414185
grid_distortion,scaling,4,0,45328651,0.815627932548523
grid_distortion,scaling,4,1,45328651,0.8331233263015747
grid_distortion,shear_x,0,0,45331983,0.7963331937789917
grid_distortion,shear_x,0,1,45331983,0.8135099411010742
grid_distortion,shear_x,1,0,45331983,0.8035818338394165
grid_distortion,shear_x,1,1,45331983,0.8259981870651245
grid_distortion,shear_x,2,0,45331983,0.8029057383537292
grid_distortion,shear_x,2,1,45331983,0.8044126033782959
grid_distortion,shear_x,3,0,45331983,0.8180572390556335
grid_distortion,shear_x,3,1,45331983,0.8600877523422241
grid_distortion,shear_x,4,0,45331983,0.8006542921066284
grid_distortion,shear_x,4,1,45331983,0.8269063234329224
grid_distortion,shear_y,0,0,45331972,0.8491806983947754
grid_distortion,shear_y,0,1,45331972,0.8503694534301758
grid_distortion,shear_y,1,0,45331972,0.8346439599990845
grid_distortion,shear_y,1,1,45331972,0.8365466594696045
grid_distortion,shear_y,2,0,45331972,0.844185471534729
grid_distortion,shear_y,2,1,45331972,0.8038156032562256
grid_distortion,shear_y,3,0,45331972,0.8033900856971741
grid_distortion,shear_y,3,1,45331972,0.8776447772979736
grid_distortion,shear_y,4,0,45331972,0.8223685026168823
grid_distortion,shear_y,4,1,45331972,0.8031165599822998
grid_distortion,translate_x,0,0,45328847,0.8128821849822998
grid_distortion,translate_x,0,1,45328847,0.8406364917755127
grid_distortion,translate_x,1,0,45328847,0.8168021440505981
grid_distortion,translate_x,1,1,45328847,0.8435553312301636
grid_distortion,translate_x,2,0,45328847,0.8158888816833496
grid_distortion,translate_x,2,1,45328847,0.8208285570144653
grid_distortion,translate_x,3,0,45328847,0.8436695337295532
grid_distortion,translate_x,3,1,45328847,0.857650637626648
grid_distortion,translate_x,4,0,45328847,0.8338611125946045
grid_distortion,translate_x,4,1,45328847,0.8255946636199951
grid_distortion,translate_y,0,0,45329072,0.8209768533706665
grid_distortion,translate_y,0,1,45329072,0.8355605602264404
grid_distortion,translate_y,1,0,45329072,0.8091541528701782
grid_distortion,translate_y,1,1,45329072,0.8681210279464722
grid_distortion,translate_y,2,0,45329072,0.8182114362716675
grid_distortion,translate_y,2,1,45329072,0.8153717517852783
grid_distortion,translate_y,3,0,45329072,0.8234299421310425
grid_distortion,translate_y,3,1,45329072,0.8514564037322998
grid_distortion,translate_y,4,0,45329072,0.8228073120117188
grid_distortion,translate_y,4,1,45329072,0.8192610740661621
grid_distortion,vertical_flip,0,0,45327394,0.8112989664077759
grid_distortion,vertical_flip,0,1,45327394,0.8578993082046509
grid_distortion,vertical_flip,1,0,45327394,0.8218762874603271
grid_distortion,vertical_flip,1,1,45327394,0.8400479555130005
grid_distortion,vertical_flip,2,0,45327394,0.8072960376739502
grid_distortion,vertical_flip,2,1,45327394,0.8323473930358887
grid_distortion,vertical_flip,3,0,45327394,0.8257664442062378
grid_distortion,vertical_flip,3,1,45327394,0.8633788824081421
grid_distortion,vertical_flip,4,0,45327394,0.8294174671173096
grid_distortion,vertical_flip,4,1,45327394,0.8220705986022949
horizontal_flip,brightness,0,0,45332004,0.822522759437561
horizontal_flip,brightness,0,1,45332004,0.8146355152130127
horizontal_flip,brightness,1,0,45332004,0.8246357440948486
horizontal_flip,brightness,1,1,45332004,0.8290959596633911
horizontal_flip,brightness,2,0,45332004,0.8089169263839722
horizontal_flip,brightness,2,1,45332004,0.8419097661972046
horizontal_flip,brightness,3,0,45332004,0.8074404001235962
horizontal_flip,brightness,3,1,45332004,0.8561215400695801
horizontal_flip,brightness,4,0,45332004,0.8508569002151489
horizontal_flip,brightness,4,1,45332004,0.8054611682891846
horizontal_flip,contrast,0,0,45330874,0.837296724319458
horizontal_flip,contrast,0,1,45330874,0.8082863092422485
horizontal_flip,contrast,1,0,45330874,0.8091225624084473
horizontal_flip,contrast,1,1,45330874,0.8279547691345215
horizontal_flip,contrast,2,0,45330874,0.8160192966461182
horizontal_flip,contrast,2,1,45330874,0.8432837724685669
horizontal_flip,contrast,3,0,45330874,0.8094468116760254
horizontal_flip,contrast,3,1,45330874,0.8447972536087036
horizontal_flip,contrast,4,0,45330874,0.8425389528274536
horizontal_flip,contrast,4,1,45330874,0.8059427738189697
horizontal_flip,equalize,0,0,45329304,0.80796217918396
horizontal_flip,equalize,0,1,45329304,0.7875232696533203
horizontal_flip,equalize,1,0,45329304,0.7998676300048828
horizontal_flip,equalize,1,1,45329304,0.8141933679580688
horizontal_flip,equalize,2,0,45329304,0.8236908912658691
horizontal_flip,equalize,2,1,45329304,0.7899928092956543
horizontal_flip,equalize,3,0,45329304,0.7979303598403931
horizontal_flip,equalize,3,1,45329304,0.8176778554916382
horizontal_flip,equalize,4,0,45329304,0.825958251953125
horizontal_flip,equalize,4,1,45329304,0.7957667112350464
horizontal_flip,gaussian_blur,0,0,45329433,0.8162802457809448
horizontal_flip,gaussian_blur,0,1,45329433,0.8440597057342529
horizontal_flip,gaussian_blur,1,0,45329433,0.8176401853561401
horizontal_flip,gaussian_blur,1,1,45329433,0.8396443128585815
horizontal_flip,gaussian_blur,2,0,45329433,0.8139674663543701
horizontal_flip,gaussian_blur,2,1,45329433,0.8162809610366821
horizontal_flip,gaussian_blur,3,0,45329433,0.8153492212295532
horizontal_flip,gaussian_blur,3,1,45329433,0.8408466577529907
horizontal_flip,gaussian_blur,4,0,45329433,0.8301330804824829
horizontal_flip,gaussian_blur,4,1,45329433,0.8174220323562622
horizontal_flip,gaussian_noise,0,0,45328431,0.819869875907898
horizontal_flip,gaussian_noise,0,1,45328431,0.8350175619125366
horizontal_flip,gaussian_noise,1,0,45328431,0.8199766874313354
horizontal_flip,gaussian_noise,1,1,45328431,0.8144420385360718
horizontal_flip,gaussian_noise,2,0,45328431,0.8508886098861694
horizontal_flip,gaussian_noise,2,1,45328431,0.8056941032409668
horizontal_flip,gaussian_noise,3,0,45328431,0.8237364292144775
horizontal_flip,gaussian_noise,3,1,45328431,0.8609801530838013
horizontal_flip,gaussian_noise,4,0,45328431,0.8529324531555176
horizontal_flip,gaussian_noise,4,1,45328431,0.8132228851318359
horizontal_flip,grid_distortion,0,0,45327708,0.8329538106918335
horizontal_flip,grid_distortion,0,1,45327708,0.844680666923523
horizontal_flip,grid_distortion,1,0,45327708,0.8192927837371826
horizontal_flip,grid_distortion,1,1,45327708,0.8233448266983032
horizontal_flip,grid_distortion,2,0,45327708,0.8178260326385498
horizontal_flip,grid_distortion,2,1,45327708,0.8086742162704468
horizontal_flip,grid_distortion,3,0,45327708,0.8340983390808105
horizontal_flip,grid_distortion,3,1,45327708,0.8459383249282837
horizontal_flip,grid_distortion,4,0,45327708,0.8404258489608765
horizontal_flip,grid_distortion,4,1,45327708,0.8146355152130127
median_blur,contrast,0,0,45327148,0.8181936740875244
median_blur,contrast,0,1,45327148,0.8149453401565552
median_blur,contrast,1,0,45327148,0.780280351638794
median_blur,contrast,1,1,45327148,0.8256498575210571
median_blur,contrast,2,0,45327148,0.7954180240631104
median_blur,contrast,2,1,45327148,0.7919868230819702
median_blur,contrast,3,0,45327148,0.7843621969223022
median_blur,contrast,3,1,45327148,0.8277446031570435
median_blur,contrast,4,0,45327148,0.8392338752746582
median_blur,contrast,4,1,45327148,0.7875713109970093
horizontal_flip,median_blur,0,0,45329066,0.8207535743713379
horizontal_flip,median_blur,0,1,45329066,0.818120002746582
horizontal_flip,median_blur,1,0,45329066,0.7997746467590332
horizontal_flip,median_blur,1,1,45329066,0.8374786376953125
horizontal_flip,median_blur,2,0,45329066,0.8071714639663696
horizontal_flip,median_blur,2,1,45329066,0.805709719657898
horizontal_flip,median_blur,3,0,45329066,0.8112435340881348
horizontal_flip,median_blur,3,1,45329066,0.8366475105285645
horizontal_flip,median_blur,4,0,45329066,0.8367432355880737
horizontal_flip,median_blur,4,1,45329066,0.7919483184814453
horizontal_flip,random_crop,0,0,45327873,0.8322837352752686
horizontal_flip,random_crop,0,1,45327873,0.8392623662948608
horizontal_flip,random_crop,1,0,45327873,0.8257111310958862
horizontal_flip,random_crop,1,1,45327873,0.823477029800415
horizontal_flip,random_crop,2,0,45327873,0.8211311101913452
horizontal_flip,random_crop,2,1,45327873,0.8199985027313232
horizontal_flip,random_crop,3,0,45327873,0.8032892942428589
horizontal_flip,random_crop,3,1,45327873,0.8627806901931763
horizontal_flip,random_crop,4,0,45327873,0.8528633117675781
horizontal_flip,random_crop,4,1,45327873,0.8040257692337036
horizontal_flip,rotation,0,0,45328907,0.8671153783798218
horizontal_flip,rotation,0,1,45328907,0.8606691360473633
horizontal_flip,rotation,1,0,45328907,0.8328609466552734
horizontal_flip,rotation,1,1,45328907,0.8488403558731079
horizontal_flip,rotation,2,0,45328907,0.8428868055343628
horizontal_flip,rotation,2,1,45328907,0.8310898542404175
horizontal_flip,rotation,3,0,45328907,0.8289035558700562
horizontal_flip,rotation,3,1,45328907,0.8688969612121582
horizontal_flip,rotation,4,0,45328907,0.8469370603561401
horizontal_flip,rotation,4,1,45328907,0.8004474639892578
horizontal_flip,saturation,0,0,45329054,0.8065568208694458
horizontal_flip,saturation,0,1,45329054,0.7938101291656494
horizontal_flip,saturation,1,0,45329054,0.8052718639373779
horizontal_flip,saturation,1,1,45329054,0.82527756690979
horizontal_flip,saturation,2,0,45329054,0.8063650131225586
horizontal_flip,saturation,2,1,45329054,0.8092951774597168
horizontal_flip,saturation,3,0,45329054,0.7971396446228027
horizontal_flip,saturation,3,1,45329054,0.8429186344146729
horizontal_flip,saturation,4,0,45329054,0.8330150842666626
horizontal_flip,saturation,4,1,45329054,0.8011226654052734
horizontal_flip,scaling,0,0,45329145,0.8455909490585327
horizontal_flip,scaling,0,1,45329145,0.8491898775100708
horizontal_flip,scaling,1,0,45329145,0.8339599370956421
horizontal_flip,scaling,1,1,45329145,0.8701316118240356
horizontal_flip,scaling,2,0,45329145,0.8382277488708496
horizontal_flip,scaling,2,1,45329145,0.8308569192886353
horizontal_flip,scaling,3,0,45329145,0.8612030744552612
horizontal_flip,scaling,3,1,45329145,0.8726695775985718
horizontal_flip,scaling,4,0,45329145,0.8447765111923218
horizontal_flip,scaling,4,1,45329145,0.8200922012329102
horizontal_flip,shear_x,0,0,45327557,0.8202692270278931
horizontal_flip,shear_x,0,1,45327557,0.8199589252471924
horizontal_flip,shear_x,1,0,45327557,0.8165411949157715
horizontal_flip,shear_x,1,1,45327557,0.8472115993499756
horizontal_flip,shear_x,2,0,45327557,0.8059736490249634
horizontal_flip,shear_x,2,1,45327557,0.8211780786514282
horizontal_flip,shear_x,3,0,45327557,0.8242759704589844
horizontal_flip,shear_x,3,1,45327557,0.8635338544845581
horizontal_flip,shear_x,4,0,45327557,0.8342149257659912
horizontal_flip,shear_x,4,1,45327557,0.8288846611976624
horizontal_flip,shear_y,0,0,45327942,0.8497579097747803
horizontal_flip,shear_y,0,1,45327942,0.8541649580001831
horizontal_flip,shear_y,1,0,45327942,0.8222677707672119
horizontal_flip,shear_y,1,1,45327942,0.8433222770690918
horizontal_flip,shear_y,2,0,45327942,0.8642946481704712
horizontal_flip,shear_y,2,1,45327942,0.82203209400177
horizontal_flip,shear_y,3,0,45327942,0.823267936706543
horizontal_flip,shear_y,3,1,45327942,0.8765037059783936
horizontal_flip,shear_y,4,0,45327942,0.8444464206695557
horizontal_flip,shear_y,4,1,45327942,0.8095666170120239
horizontal_flip,translate_x,0,0,45332119,0.8127893209457397
horizontal_flip,translate_x,0,1,45332119,0.8405356407165527
horizontal_flip,translate_x,1,0,45332119,0.8230208158493042
horizontal_flip,translate_x,1,1,45332119,0.850913405418396
horizontal_flip,translate_x,2,0,45332119,0.8304256200790405
horizontal_flip,translate_x,2,1,45332119,0.8241977691650391
horizontal_flip,translate_x,3,0,45332119,0.8288027048110962
horizontal_flip,translate_x,3,1,45332119,0.8524425029754639
horizontal_flip,translate_x,4,0,45332119,0.8454841375350952
horizontal_flip,translate_x,4,1,45332119,0.8194940090179443
horizontal_flip,translate_y,0,0,45329341,0.8418629169464111
horizontal_flip,translate_y,0,1,45329341,0.8303751945495605
horizontal_flip,translate_y,1,0,45329341,0.8282947540283203
horizontal_flip,translate_y,1,1,45329341,0.8767907619476318
horizontal_flip,translate_y,2,0,45329341,0.8289964199066162
horizontal_flip,translate_y,2,1,45329341,0.8315162658691406
horizontal_flip,translate_y,3,0,45329341,0.8319852352142334
horizontal_flip,translate_y,3,1,45329341,0.8586751222610474
horizontal_flip,translate_y,4,0,45329341,0.8292949199676514
horizontal_flip,translate_y,4,1,45329341,0.8121203184127808
horizontal_flip,vertical_flip,0,0,45327864,0.7976239919662476
horizontal_flip,vertical_flip,0,1,45327864,0.815799355506897
horizontal_flip,vertical_flip,1,0,45327864,0.8178635835647583
horizontal_flip,vertical_flip,1,1,45327864,0.827333927154541
horizontal_flip,vertical_flip,2,0,45327864,0.8210934996604919
horizontal_flip,vertical_flip,2,1,45327864,0.817444920539856
horizontal_flip,vertical_flip,3,0,45327864,0.8013204336166382
horizontal_flip,vertical_flip,3,1,45327864,0.8574175834655762
horizontal_flip,vertical_flip,4,0,45327864,0.8335685729980469
horizontal_flip,vertical_flip,4,1,45327864,0.8165524005889893
median_blur,brightness,0,0,45327103,0.819031834602356
median_blur,brightness,0,1,45327103,0.813687801361084
median_blur,brightness,1,0,45327103,0.8071714639663696
median_blur,brightness,1,1,45327103,0.8423372507095337
median_blur,brightness,2,0,45327103,0.8168574571609497
median_blur,brightness,2,1,45327103,0.8031790256500244
median_blur,brightness,3,0,45327103,0.8050109148025513
median_blur,brightness,3,1,45327103,0.8431516885757446
median_blur,brightness,4,0,45327103,0.8340529203414917
median_blur,brightness,4,1,45327103,0.7948514223098755
median_blur,equalize,0,0,45327406,0.8321216106414795
median_blur,equalize,0,1,45327406,0.8003695011138916
median_blur,equalize,1,0,45327406,0.7771056890487671
median_blur,equalize,1,1,45327406,0.8298490047454834
median_blur,equalize,2,0,45327406,0.8118306398391724
median_blur,equalize,2,1,45327406,0.7959924936294556
median_blur,equalize,3,0,45327406,0.7909348011016846
median_blur,equalize,3,1,45327406,0.8222266435623169
median_blur,equalize,4,0,45327406,0.8344067335128784
median_blur,equalize,4,1,45327406,0.7725522518157959
median_blur,gaussian_blur,0,0,45329200,0.8153412342071533
median_blur,gaussian_blur,0,1,45329200,0.8144481182098389
median_blur,gaussian_blur,1,0,45329200,0.7784280776977539
median_blur,gaussian_blur,1,1,45329200,0.8421043157577515
median_blur,gaussian_blur,2,0,45329200,0.7938583493232727
median_blur,gaussian_blur,2,1,45329200,0.8186087608337402
median_blur,gaussian_blur,3,0,45329200,0.8083773851394653
median_blur,gaussian_blur,3,1,45329200,0.819245457649231
median_blur,gaussian_blur,4,0,45329200,0.8080471754074097
median_blur,gaussian_blur,4,1,45329200,0.8010517358779907
median_blur,gaussian_noise,0,0,45327817,0.8397873640060425
median_blur,gaussian_noise,0,1,45327817,0.8397824764251709
median_blur,gaussian_noise,1,0,45327817,0.8203305006027222
median_blur,gaussian_noise,1,1,45327817,0.848857045173645
median_blur,gaussian_noise,2,0,45327817,0.8237838745117188
median_blur,gaussian_noise,2,1,45327817,0.8157597780227661
median_blur,gaussian_noise,3,0,45327817,0.816503643989563
median_blur,gaussian_noise,3,1,45327817,0.8565479516983032
median_blur,gaussian_noise,4,0,45327817,0.8487200736999512
median_blur,gaussian_noise,4,1,45327817,0.8102031946182251
median_blur,grid_distortion,0,0,45327947,0.8257961273193359
median_blur,grid_distortion,0,1,45327947,0.8262697458267212
median_blur,grid_distortion,1,0,45327947,0.7971080541610718
median_blur,grid_distortion,1,1,45327947,0.8510071039199829
median_blur,grid_distortion,2,0,45327947,0.7993693947792053
median_blur,grid_distortion,2,1,45327947,0.8260762691497803
median_blur,grid_distortion,3,0,45327947,0.8137658834457397
median_blur,grid_distortion,3,1,45327947,0.849733829498291
median_blur,grid_distortion,4,0,45327947,0.8382652997970581
median_blur,grid_distortion,4,1,45327947,0.8001208305358887
median_blur,horizontal_flip,0,0,45329400,0.8240585327148438
median_blur,horizontal_flip,0,1,45329400,0.811887264251709
median_blur,horizontal_flip,1,0,45329400,0.8092609643936157
median_blur,horizontal_flip,1,1,45329400,0.8254948854446411
median_blur,horizontal_flip,2,0,45329400,0.7984008193016052
median_blur,horizontal_flip,2,1,45329400,0.8106849193572998
median_blur,horizontal_flip,3,0,45329400,0.8188538551330566
median_blur,horizontal_flip,3,1,45329400,0.8363760709762573
median_blur,horizontal_flip,4,0,45329400,0.839079737663269
median_blur,horizontal_flip,4,1,45329400,0.7975600957870483
median_blur,random_crop,0,0,45327399,0.8332523107528687
median_blur,random_crop,0,1,45327399,0.8337827920913696
median_blur,random_crop,1,0,45327399,0.805402398109436
median_blur,random_crop,1,1,45327399,0.8510071039199829
median_blur,random_crop,2,0,45327399,0.7931506633758545
median_blur,random_crop,2,1,45327399,0.8294442892074585
median_blur,random_crop,3,0,45327399,0.8181936740875244
median_blur,random_crop,3,1,45327399,0.8482661247253418
median_blur,random_crop,4,0,45327399,0.8487200736999512
median_blur,random_crop,4,1,45327399,0.7877490520477295
median_blur,rotation,0,0,45333007,0.8570756912231445
median_blur,rotation,0,1,45333007,0.8463647365570068
median_blur,rotation,1,0,45333007,0.8345509767532349
median_blur,rotation,1,1,45333007,0.8561756610870361
median_blur,rotation,2,0,45333007,0.8536717891693115
median_blur,rotation,2,1,45333007,0.8325804471969604
median_blur,rotation,3,0,45333007,0.8301330804824829
median_blur,rotation,3,1,45333007,0.8784207105636597
median_blur,rotation,4,0,45333007,0.8452845811843872
median_blur,rotation,4,1,45333007,0.8131844997406006
median_blur,saturation,0,0,45327870,0.8080551624298096
median_blur,saturation,0,0,45335364,0.8080551624298096
median_blur,saturation,0,1,45327870,0.8054215312004089
median_blur,saturation,0,1,45335364,0.8070670962333679
median_blur,saturation,1,0,45327870,0.7732095718383789
median_blur,saturation,1,0,45335364,0.7732095718383789
median_blur,saturation,1,1,45327870,0.8392791748046875
