augmentations,ops,split,train_fold,bacc,baseline_bacc,diff
top10,4,2,0,0.564914345741272,0.46584194898605347,0.0990723967552185
top10,4,2,1,0.5472331047058105,0.46259772777557373,0.08463537693023682
top10,4,3,0,0.5346457958221436,0.47595125436782837,0.058694541454315186
top10,4,3,1,0.5268154144287109,0.441262423992157,0.08555299043655396
top10,4,4,0,0.5048996210098267,0.4360010027885437,0.06889861822128296
top10,4,4,1,0.5813822746276855,0.48202264308929443,0.09935963153839111
top10,5,0,0,0.5484029650688171,0.4572561979293823,0.09114676713943481
top10,5,0,1,0.5326197147369385,0.44320130348205566,0.08941841125488281
top10,5,1,0,0.5649430751800537,0.46093738079071045,0.10400569438934326
top10,5,1,1,0.53787761926651,0.4517035484313965,0.08617407083511353
top10,5,2,0,0.5602030754089355,0.46584194898605347,0.09436112642288208
top10,5,2,1,0.5372823476791382,0.46259772777557373,0.07468461990356445
top10,5,3,0,0.531950831413269,0.47595125436782837,0.055999577045440674
top10,5,3,1,0.5267033576965332,0.441262423992157,0.08544093370437622
top10,5,4,0,0.5083866715431213,0.4360010027885437,0.07238566875457764
top10,5,4,1,0.5736883282661438,0.48202264308929443,0.09166568517684937
top5,1,0,0,0.5270824432373047,0.4572561979293823,0.06982624530792236
top5,1,0,1,0.5044578313827515,0.44320130348205566,0.0612565279006958
top5,1,1,0,0.5200408101081848,0.46093738079071045,0.059103429317474365
top5,1,1,1,0.5508643388748169,0.4517035484313965,0.09916079044342041
top5,1,2,0,0.5395439863204956,0.46584194898605347,0.07370203733444214
top5,1,2,1,0.5528097748756409,0.46259772777557373,0.09021204710006714
top5,1,3,0,0.5182173252105713,0.47595125436782837,0.04226607084274292
top5,1,3,1,0.5034931898117065,0.441262423992157,0.06223076581954956
top5,1,4,0,0.49716222286224365,0.4360010027885437,0.06116122007369995
top5,1,4,1,0.5307927131652832,0.48202264308929443,0.04877007007598877
top5,2,0,0,0.5224546194076538,0.4572561979293823,0.06519842147827148
top5,2,0,1,0.5212893486022949,0.44320130348205566,0.07808804512023926
top5,2,1,0,0.5323238968849182,0.46093738079071045,0.07138651609420776
top5,2,1,1,0.5478188991546631,0.4517035484313965,0.0961153507232666
top5,2,2,0,0.5521026849746704,0.46584194898605347,0.08626073598861694
top5,2,2,1,0.5431549549102783,0.46259772777557373,0.08055722713470459
top5,2,3,0,0.5206705331802368,0.47595125436782837,0.04471927881240845
top5,2,3,1,0.531135618686676,0.441262423992157,0.08987319469451904
top5,2,4,0,0.48140648007392883,0.4360010027885437,0.04540547728538513
top5,2,4,1,0.5510355234146118,0.48202264308929443,0.06901288032531738
