transform,train_fold,split,bacc,bacc_baseline,diff
random_crop,1,3,0.7647039890289307,0.7382703423500061,0.02643364667892456
random_crop,1,4,0.7740117311477661,0.749057412147522,0.02495431900024414
rotation,0,0,0.7736227512359619,0.7265173196792603,0.04710543155670166
rotation,0,1,0.7823711633682251,0.7391587495803833,0.0432124137878418
rotation,0,2,0.7948654890060425,0.7275251150131226,0.06734037399291992
rotation,0,3,0.7707183361053467,0.7262378334999084,0.04448050260543823
rotation,0,4,0.7852485179901123,0.7214546203613281,0.06379389762878418
rotation,1,0,0.786388635635376,0.731102705001831,0.05528593063354492
rotation,1,1,0.7873282432556152,0.738571047782898,0.048757195472717285
rotation,1,2,0.7771435379981995,0.7346861362457275,0.042457401752471924
rotation,1,3,0.7826992273330688,0.7382703423500061,0.044428884983062744
rotation,1,4,0.7957930564880371,0.749057412147522,0.04673564434051514
saturation,0,0,0.7248833179473877,0.7265173196792603,-0.0016340017318725586
saturation,0,1,0.738427996635437,0.7391587495803833,-0.0007307529449462891
saturation,0,2,0.729132890701294,0.7275251150131226,0.0016077756881713867
saturation,0,3,0.7269480228424072,0.7262378334999084,0.0007101893424987793
saturation,0,4,0.7220625877380371,0.7214546203613281,0.0006079673767089844
saturation,1,0,0.731102705001831,0.731102705001831,0.0
saturation,1,1,0.738571047782898,0.738571047782898,0.0
saturation,1,2,0.7349296808242798,0.7346861362457275,0.0002435445785522461
saturation,1,3,0.7393062114715576,0.7382703423500061,0.0010358691215515137
saturation,1,4,0.7491134405136108,0.749057412147522,5.602836608886719e-05
scaling,0,0,0.7383286952972412,0.7265173196792603,0.011811375617980957
scaling,0,1,0.761551022529602,0.7391587495803833,0.02239227294921875
scaling,0,2,0.7646251320838928,0.7275251150131226,0.037100017070770264
scaling,0,3,0.7741477489471436,0.7262378334999084,0.04790991544723511
scaling,0,4,0.7610275149345398,0.7214546203613281,0.03957289457321167
scaling,1,0,0.7642914652824402,0.731102705001831,0.03318876028060913
scaling,1,1,0.779082179069519,0.738571047782898,0.040511131286621094
scaling,1,2,0.7671831250190735,0.7346861362457275,0.03249698877334595
scaling,1,3,0.7730652093887329,0.7382703423500061,0.03479486703872681
scaling,1,4,0.780674934387207,0.749057412147522,0.03161752223968506
shear_x,0,0,0.7430905699729919,0.7265173196792603,0.01657325029373169
shear_x,0,1,0.7505099773406982,0.7391587495803833,0.011351227760314941
shear_x,0,2,0.7612463235855103,0.7275251150131226,0.033721208572387695
shear_x,0,3,0.7663352489471436,0.7262378334999084,0.04009741544723511
shear_x,0,4,0.751664400100708,0.7214546203613281,0.030209779739379883
shear_x,1,0,0.7647002339363098,0.731102705001831,0.03359752893447876
shear_x,1,1,0.7860078811645508,0.738571047782898,0.04743683338165283
shear_x,1,2,0.7606170177459717,0.7346861362457275,0.02593088150024414
shear_x,1,3,0.7595275044441223,0.7382703423500061,0.02125716209411621
shear_x,1,4,0.7937399744987488,0.749057412147522,0.04468256235122681
shear_y,0,0,0.7399159669876099,0.7265173196792603,0.01339864730834961
shear_y,0,1,0.7607623338699341,0.7391587495803833,0.02160358428955078
shear_y,0,2,0.7750037908554077,0.7275251150131226,0.047478675842285156
shear_y,0,3,0.7621854543685913,0.7262378334999084,0.03594762086868286
shear_y,0,4,0.7530703544616699,0.7214546203613281,0.0316157341003418
shear_y,1,0,0.7645127773284912,0.731102705001831,0.033410072326660156
shear_y,1,1,0.7611668705940247,0.738571047782898,0.02259582281112671
shear_y,1,2,0.7536166906356812,0.7346861362457275,0.018930554389953613
shear_y,1,3,0.7605606317520142,0.7382703423500061,0.022290289402008057
shear_y,1,4,0.7716226577758789,0.749057412147522,0.022565245628356934
translate_x,0,0,0.7415966391563416,0.7265173196792603,0.015079319477081299
translate_x,0,1,0.7463880181312561,0.7391587495803833,0.007229268550872803
translate_x,0,2,0.7670469284057617,0.7275251150131226,0.03952181339263916
translate_x,0,3,0.7497971057891846,0.7262378334999084,0.023559272289276123
translate_x,0,4,0.7393677234649658,0.7214546203613281,0.017913103103637695
translate_x,1,0,0.7555171251296997,0.731102705001831,0.024414420127868652
translate_x,1,1,0.7552688121795654,0.738571047782898,0.01669776439666748
translate_x,1,2,0.7491580247879028,0.7346861362457275,0.014471888542175293
translate_x,1,3,0.766538679599762,0.7382703423500061,0.02826833724975586
translate_x,1,4,0.7735077738761902,0.749057412147522,0.024450361728668213
translate_y,0,0,0.7547619342803955,0.7265173196792603,0.028244614601135254
translate_y,0,1,0.7450052499771118,0.7391587495803833,0.005846500396728516
translate_y,0,2,0.7724800109863281,0.7275251150131226,0.044954895973205566
translate_y,0,3,0.7596590518951416,0.7262378334999084,0.033421218395233154
translate_y,0,4,0.7436008453369141,0.7214546203613281,0.022146224975585938
translate_y,1,0,0.7585582137107849,0.731102705001831,0.027455508708953857
translate_y,1,1,0.7726702690124512,0.738571047782898,0.03409922122955322
translate_y,1,2,0.7614536285400391,0.7346861362457275,0.026767492294311523
translate_y,1,3,0.7528385519981384,0.7382703423500061,0.014568209648132324
translate_y,1,4,0.7760274410247803,0.749057412147522,0.0269700288772583
vertical_flip,0,0,0.7372549176216125,0.7265173196792603,0.010737597942352295
vertical_flip,0,1,0.7481913566589355,0.7391587495803833,0.009032607078552246
vertical_flip,0,2,0.7477951049804688,0.7275251150131226,0.02026998996734619
vertical_flip,0,3,0.7466720342636108,0.7262378334999084,0.020434200763702393
vertical_flip,0,4,0.7145614624023438,0.7214546203613281,-0.006893157958984375
vertical_flip,1,0,0.7514111995697021,0.731102705001831,0.020308494567871094
vertical_flip,1,1,0.7307360172271729,0.738571047782898,-0.007835030555725098
vertical_flip,1,2,0.7286601066589355,0.7346861362457275,-0.006026029586791992
vertical_flip,1,3,0.7393035292625427,0.7382703423500061,0.001033186912536621
vertical_flip,1,4,0.758333683013916,0.749057412147522,0.009276270866394043
