transform,train_fold,split,bacc,bacc_baseline,diff
translate_x,1,0,0.4927526116371155,0.44320130348205566,0.049551308155059814
translate_x,1,1,0.5206259489059448,0.4517035484313965,0.06892240047454834
translate_x,1,2,0.5206146240234375,0.46259772777557373,0.05801689624786377
translate_x,1,3,0.4865978956222534,0.441262423992157,0.045335471630096436
translate_x,1,4,0.5168468952178955,0.48202264308929443,0.034824252128601074
translate_y,0,0,0.5056295394897461,0.4572561979293823,0.04837334156036377
translate_y,0,1,0.5108652710914612,0.46093738079071045,0.04992789030075073
translate_y,0,2,0.5258644819259644,0.46584194898605347,0.06002253293991089
translate_y,0,3,0.4918056130409241,0.47595125436782837,0.015854358673095703
translate_y,0,4,0.4857381582260132,0.4360010027885437,0.04973715543746948
translate_y,1,0,0.48944327235221863,0.44320130348205566,0.046241968870162964
translate_y,1,1,0.5176780223846436,0.4517035484313965,0.06597447395324707
translate_y,1,2,0.5184258222579956,0.46259772777557373,0.055828094482421875
translate_y,1,3,0.5080381631851196,0.441262423992157,0.06677573919296265
translate_y,1,4,0.5232763290405273,0.48202264308929443,0.04125368595123291
vertical_flip,0,0,0.49526721239089966,0.4572561979293823,0.038011014461517334
vertical_flip,0,1,0.4862717092037201,0.46093738079071045,0.025334328413009644
vertical_flip,0,2,0.4802917242050171,0.46584194898605347,0.014449775218963623
vertical_flip,0,3,0.4998806118965149,0.47595125436782837,0.023929357528686523
vertical_flip,0,4,0.46001437306404114,0.4360010027885437,0.024013370275497437
vertical_flip,1,0,0.4581776261329651,0.44320130348205566,0.014976322650909424
vertical_flip,1,1,0.46063417196273804,0.4517035484313965,0.008930623531341553
vertical_flip,1,2,0.474176287651062,0.46259772777557373,0.011578559875488281
vertical_flip,1,3,0.46853771805763245,0.441262423992157,0.027275294065475464
vertical_flip,1,4,0.49800732731819153,0.48202264308929443,0.015984684228897095
