transform,train_fold,split,bacc,bacc_baseline,diff
random_crop,0,1,0.820814847946167,0.7598034739494324,0.06101137399673462
random_crop,0,2,0.8116765022277832,0.7775148749351501,0.03416162729263306
random_crop,0,3,0.8094468116760254,0.7818577289581299,0.027589082717895508
random_crop,0,4,0.8355749845504761,0.8177568912506104,0.017818093299865723
random_crop,1,0,0.8345588445663452,0.7882920503616333,0.046266794204711914
random_crop,1,1,0.8080928325653076,0.8089780807495117,-0.0008852481842041016
random_crop,1,2,0.8221641778945923,0.7833554148674011,0.03880876302719116
random_crop,1,3,0.8540099859237671,0.8332014083862305,0.02080857753753662
random_crop,1,4,0.7942304611206055,0.7744848728179932,0.019745588302612305
rotation,0,0,0.8558461666107178,0.7718732953071594,0.08397287130355835
rotation,0,1,0.8282947540283203,0.7598034739494324,0.06849128007888794
rotation,0,2,0.8455395102500916,0.7775148749351501,0.0680246353149414
rotation,0,3,0.8152741193771362,0.7818577289581299,0.03341639041900635
rotation,0,4,0.8559390306472778,0.8177568912506104,0.03818213939666748
rotation,1,0,0.8635722398757935,0.7882920503616333,0.07528018951416016
rotation,1,1,0.8528845310211182,0.8089780807495117,0.043906450271606445
rotation,1,2,0.8337215185165405,0.7833554148674011,0.050366103649139404
rotation,1,3,0.8734841346740723,0.8332014083862305,0.0402827262878418
rotation,1,4,0.8184695243835449,0.7744848728179932,0.04398465156555176
saturation,0,0,0.772557258605957,0.7718732953071594,0.0006839632987976074
saturation,0,1,0.7710510492324829,0.7598034739494324,0.011247575283050537
saturation,0,2,0.7776453495025635,0.7775148749351501,0.00013047456741333008
saturation,0,3,0.7843483686447144,0.7818577289581299,0.0024906396865844727
saturation,0,4,0.8147127628326416,0.8177568912506104,-0.00304412841796875
saturation,1,0,0.7895880937576294,0.7882920503616333,0.0012960433959960938
saturation,1,1,0.8089780807495117,0.8089780807495117,0.0
saturation,1,2,0.7833554148674011,0.7833554148674011,0.0
saturation,1,3,0.8334728479385376,0.8332014083862305,0.0002714395523071289
saturation,1,4,0.7742975950241089,0.7744848728179932,-0.00018727779388427734
scaling,0,0,0.8251655101776123,0.7718732953071594,0.05329221487045288
scaling,0,1,0.7928581237792969,0.7598034739494324,0.0330546498298645
scaling,0,2,0.8252367973327637,0.7775148749351501,0.047721922397613525
scaling,0,3,0.8380734920501709,0.7818577289581299,0.056215763092041016
scaling,0,4,0.819156289100647,0.8177568912506104,0.001399397850036621
scaling,1,0,0.8452621698379517,0.7882920503616333,0.05697011947631836
scaling,1,1,0.8430508375167847,0.8089780807495117,0.03407275676727295
scaling,1,2,0.8227071762084961,0.7833554148674011,0.03935176134109497
scaling,1,3,0.8745867013931274,0.8332014083862305,0.04138529300689697
scaling,1,4,0.8281482458114624,0.7744848728179932,0.05366337299346924
shear_x,0,0,0.7910513877868652,0.7718732953071594,0.01917809247970581
shear_x,0,1,0.8028742074966431,0.7598034739494324,0.04307073354721069
shear_x,0,2,0.78978431224823,0.7775148749351501,0.012269437313079834
shear_x,0,3,0.8281582593917847,0.7818577289581299,0.046300530433654785
shear_x,0,4,0.7926663756370544,0.8177568912506104,-0.025090515613555908
shear_x,1,0,0.8150390386581421,0.7882920503616333,0.02674698829650879
shear_x,1,1,0.8365081548690796,0.8089780807495117,0.02753007411956787
shear_x,1,2,0.808441162109375,0.7833554148674011,0.025085747241973877
shear_x,1,3,0.8552291393280029,0.8332014083862305,0.02202773094177246
shear_x,1,4,0.8272006511688232,0.7744848728179932,0.05271577835083008
shear_y,0,0,0.8477890491485596,0.7718732953071594,0.07591575384140015
shear_y,0,1,0.8258652687072754,0.7598034739494324,0.06606179475784302
shear_y,0,2,0.8585225939750671,0.7775148749351501,0.08100771903991699
shear_y,0,3,0.8020360469818115,0.7818577289581299,0.02017831802368164
shear_y,0,4,0.8234299421310425,0.8177568912506104,0.005673050880432129
shear_y,1,0,0.8539320230484009,0.7882920503616333,0.06563997268676758
shear_y,1,1,0.844424843788147,0.8089780807495117,0.035446763038635254
shear_y,1,2,0.8119268417358398,0.7833554148674011,0.02857142686843872
shear_y,1,3,0.8726695775985718,0.8332014083862305,0.03946816921234131
shear_y,1,4,0.8083246946334839,0.7744848728179932,0.03383982181549072
translate_x,0,0,0.8090000152587891,0.7718732953071594,0.03712671995162964
translate_x,0,1,0.8033959865570068,0.7598034739494324,0.04359251260757446
translate_x,0,2,0.8176342248916626,0.7775148749351501,0.04011934995651245
translate_x,0,3,0.8156042098999023,0.7818577289581299,0.03374648094177246
translate_x,0,4,0.8263813257217407,0.8177568912506104,0.008624434471130371
translate_x,1,0,0.8353346586227417,0.7882920503616333,0.0470426082611084
translate_x,1,1,0.8475995063781738,0.8089780807495117,0.03862142562866211
translate_x,1,2,0.8070286512374878,0.7833554148674011,0.02367323637008667
translate_x,1,3,0.852558970451355,0.8332014083862305,0.01935756206512451
translate_x,1,4,0.819765567779541,0.7744848728179932,0.04528069496154785
translate_y,0,0,0.8396331071853638,0.7718732953071594,0.06775981187820435
translate_y,0,1,0.8022277355194092,0.7598034739494324,0.04242426156997681
translate_y,0,2,0.8190258145332336,0.7775148749351501,0.041510939598083496
translate_y,0,3,0.8180257081985474,0.7818577289581299,0.03616797924041748
translate_y,0,4,0.8317855596542358,0.8177568912506104,0.014028668403625488
translate_y,1,0,0.8301421999931335,0.7882920503616333,0.041850149631500244
translate_y,1,1,0.8746252059936523,0.8089780807495117,0.06564712524414062
translate_y,1,2,0.8156048059463501,0.7833554148674011,0.032249391078948975
translate_y,1,3,0.8507969379425049,0.8332014083862305,0.017595529556274414
translate_y,1,4,0.8048402070999146,0.7744848728179932,0.030355334281921387
vertical_flip,0,0,0.786423921585083,0.7718732953071594,0.014550626277923584
vertical_flip,0,1,0.7871692180633545,0.7598034739494324,0.02736574411392212
vertical_flip,0,2,0.7933740615844727,0.7775148749351501,0.01585918664932251
vertical_flip,0,3,0.7842792272567749,0.7818577289581299,0.0024214982986450195
vertical_flip,0,4,0.8242365121841431,0.8177568912506104,0.006479620933532715
vertical_flip,1,0,0.7995611429214478,0.7882920503616333,0.011269092559814453
vertical_flip,1,1,0.8249123096466064,0.8089780807495117,0.015934228897094727
vertical_flip,1,2,0.806586503982544,0.7833554148674011,0.023231089115142822
vertical_flip,1,3,0.8336278200149536,0.8332014083862305,0.00042641162872314453
vertical_flip,1,4,0.7911723852157593,0.7744848728179932,0.016687512397766113
