operation1,operation2,bacc,bacc_no_aug,transform,bacc_operation1,diff_no_aug,diff_operation1
brightness,contrast,0.8180953621864319,0.7897118091583252,brightness,0.8160344004631043,0.02838355302810669,0.0020609617233275923
brightness,elastic_transform,0.806891679763794,0.7897118091583252,brightness,0.8160344004631043,0.017179870605468772,-0.009142720699310325
brightness,equalize,0.8095915913581848,0.7897118091583252,brightness,0.8160344004631043,0.01987978219985964,-0.006442809104919456
brightness,gaussian_blur,0.8136381387710572,0.7897118091583252,brightness,0.8160344004631043,0.023926329612732,-0.002396261692047097
brightness,gaussian_noise,0.8323699176311493,0.7897118091583252,brightness,0.8160344004631043,0.04265810847282414,0.016335517168045044
brightness,grid_distortion,0.8313402831554413,0.7897118091583252,brightness,0.8160344004631043,0.04162847399711611,0.015305882692337014
brightness,horizontal_flip,0.8270682871341706,0.7897118091583252,brightness,0.8160344004631043,0.037356477975845404,0.011033886671066306
brightness,median_blur,0.8187824368476868,0.7897118091583252,brightness,0.8160344004631043,0.02907062768936164,0.0027480363845825417
brightness,random_crop,0.8256346344947815,0.7897118091583252,brightness,0.8160344004631043,0.0359228253364563,0.009600234031677202
brightness,rotation,0.8435840606689453,0.7897118091583252,brightness,0.8160344004631043,0.05387225151062014,0.027549660205841042
brightness,saturation,0.8121131479740142,0.7897118091583252,brightness,0.8160344004631043,0.022401338815689065,-0.0039212524890900324
brightness,scaling,0.8393556356430054,0.7897118091583252,brightness,0.8160344004631043,0.04964382648468024,0.023321235179901145
brightness,shear_x,0.815374082326889,0.7897118091583252,brightness,0.8160344004631043,0.025662273168563843,-0.0006603181362152544
brightness,shear_y,0.8370191216468811,0.7897118091583252,brightness,0.8160344004631043,0.04730731248855591,0.02098472118377681
brightness,translate_x,0.8270890235900878,0.7897118091583252,brightness,0.8160344004631043,0.03737721443176267,0.011054623126983576
brightness,translate_y,0.828908908367157,0.7897118091583252,brightness,0.8160344004631043,0.039197099208831854,0.012874507904052757
brightness,vertical_flip,0.8153639376163483,0.7897118091583252,brightness,0.8160344004631043,0.025652128458023116,-0.0006704628467559814
