augmentations,ops,split,train_fold,bacc,baseline_bacc,diff
geometric,5,0,0,0.7939776182174683,0.7265173196792603,0.06746029853820801
geometric,5,0,1,0.7952566742897034,0.731102705001831,0.06415396928787231
geometric,5,1,0,0.7921766638755798,0.7391587495803833,0.05301791429519653
geometric,5,1,1,0.8170038461685181,0.738571047782898,0.07843279838562012
geometric,5,2,0,0.8145256042480469,0.7275251150131226,0.08700048923492432
geometric,5,2,1,0.7878875732421875,0.7346861362457275,0.05320143699645996
geometric,5,3,0,0.7842532396316528,0.7262378334999084,0.058015406131744385
geometric,5,3,1,0.8070691823959351,0.7382703423500061,0.06879884004592896
geometric,5,4,0,0.7960556149482727,0.7214546203613281,0.07460099458694458
geometric,5,4,1,0.8170331120491028,0.749057412147522,0.06797569990158081
photometric,1,0,0,0.7596638202667236,0.7265173196792603,0.03314650058746338
photometric,1,0,1,0.7751096487045288,0.731102705001831,0.044006943702697754
photometric,1,1,0,0.7650946378707886,0.7391587495803833,0.025935888290405273
photometric,1,1,1,0.7818077802658081,0.738571047782898,0.043236732482910156
photometric,1,2,0,0.7695299386978149,0.7275251150131226,0.04200482368469238
photometric,1,2,1,0.771414041519165,0.7346861362457275,0.0367279052734375
photometric,1,3,0,0.7623579502105713,0.7262378334999084,0.03612011671066284
photometric,1,3,1,0.7862035036087036,0.7382703423500061,0.04793316125869751
photometric,1,4,0,0.7634595036506653,0.7214546203613281,0.04200488328933716
photometric,1,4,1,0.7945238351821899,0.749057412147522,0.04546642303466797
photometric,2,0,0,0.7646591663360596,0.7265173196792603,0.038141846656799316
photometric,2,0,1,0.7825976610183716,0.731102705001831,0.05149495601654053
photometric,2,1,0,0.7885751724243164,0.7391587495803833,0.049416422843933105
photometric,2,1,1,0.7819105386734009,0.738571047782898,0.04333949089050293
photometric,2,2,0,0.7799086570739746,0.7275251150131226,0.05238354206085205
photometric,2,2,1,0.7864261269569397,0.7346861362457275,0.05173999071121216
photometric,2,3,0,0.7733664512634277,0.7262378334999084,0.04712861776351929
photometric,2,3,1,0.7937711477279663,0.7382703423500061,0.055500805377960205
photometric,2,4,0,0.7823148965835571,0.7214546203613281,0.060860276222229004
photometric,2,4,1,0.7893725037574768,0.749057412147522,0.040315091609954834
photometric,3,0,0,0.7697478532791138,0.7265173196792603,0.043230533599853516
photometric,3,0,1,0.7820014953613281,0.731102705001831,0.05089879035949707
photometric,3,1,0,0.7931441068649292,0.7391587495803833,0.0539853572845459
photometric,3,1,1,0.7814995050430298,0.738571047782898,0.042928457260131836
photometric,3,2,0,0.7822079658508301,0.7275251150131226,0.05468285083770752
photometric,3,2,1,0.7830477356910706,0.7346861362457275,0.04836159944534302
photometric,3,3,0,0.7816558480262756,0.7262378334999084,0.05541801452636719
photometric,3,3,1,0.7909059524536133,0.7382703423500061,0.05263561010360718
photometric,3,4,0,0.7856665253639221,0.7214546203613281,0.064211905002594
photometric,3,4,1,0.7918921709060669,0.749057412147522,0.04283475875854492
photometric,4,0,0,0.7754901647567749,0.7265173196792603,0.04897284507751465
photometric,4,0,1,0.7837225198745728,0.731102705001831,0.0526198148727417
photometric,4,1,0,0.7977129220962524,0.7391587495803833,0.05855417251586914
photometric,4,1,1,0.7796473503112793,0.738571047782898,0.04107630252838135
photometric,4,2,0,0.7901036143302917,0.7275251150131226,0.06257849931716919
photometric,4,2,1,0.7990341186523438,0.7346861362457275,0.06434798240661621
photometric,4,3,0,0.7680702209472656,0.7262378334999084,0.04183238744735718
photometric,4,3,1,0.7924184799194336,0.7382703423500061,0.05414813756942749
photometric,4,4,0,0.7834244966506958,0.7214546203613281,0.061969876289367676
photometric,4,4,1,0.7844824194908142,0.749057412147522,0.035425007343292236
photometric,5,0,0,0.7572362422943115,0.7265173196792603,0.03071892261505127
photometric,5,0,1,0.7777678966522217,0.731102705001831,0.046665191650390625
photometric,5,1,0,0.7862986326217651,0.7391587495803833,0.047139883041381836
photometric,5,1,1,0.786436915397644,0.738571047782898,0.047865867614746094
photometric,5,2,0,0.7872352600097656,0.7275251150131226,0.059710144996643066
photometric,5,2,1,0.7893173694610596,0.7346861362457275,0.05463123321533203
photometric,5,3,0,0.7756595015525818,0.7262378334999084,0.04942166805267334
photometric,5,3,1,0.7998210191726685,0.7382703423500061,0.061550676822662354
photometric,5,4,0,0.7862288951873779,0.7214546203613281,0.0647742748260498
